Year,Country,Region,Forest_Area_km2,Population_Density,Agricultural_Land_Percent,Rainfall_mm,Temperature_C,Road_Density_km_per_km2,Mining_Activity,Protected_Area_Percent,Deforestation_Rate,Fire_Incidents,Logging_Activity,Urban_Expansion_Rate,Carbon_Emissions_kt,Label
2024,Madagascar,Madre de Dios,3736904,8,14.89991447863957,3893.0597021079593,20.980445381109398,0.05438028250224825,0.012654531119637725,18.294716050599874,0.024091175813080495,12,0.13111879024896786,1.891598419674506,5193,danger
2017,Peru,Sumatra,4364044,49,35.39626636612651,1491.186873637513,25.268171660504134,0.06005995468183117,0.04766204563105404,28.607023542661356,0.0074237848156678676,39,0.10841930183966375,0.6416855769030787,2419,safe
2017,Malaysia,Sumatra,721552,94,14.953841068232698,1898.2693744093199,20.570990784451762,0.01718582594488671,0.07636152989616568,25.697659667755886,0.0137804254909622,44,0.15309970008105991,1.0562062963172711,7680,safe
2019,Philippines,Central,543764,32,12.821425503718263,1300.4649925203007,21.105431663085806,0.03337990348216174,0.02582643578871635,14.000178422254951,0.025930999987886484,66,0.16801543193754484,1.5634311851426328,2303,danger
2019,Congo,Eastern,2720182,70,46.37718014743506,1815.1527966945391,22.193893891962464,0.1974064853593908,0.048078616817972736,12.616847226976395,0.0066699269315542995,38,0.16134295360894552,0.8389801484922387,4162,safe
2016,Bolivia,Eastern,2397951,35,17.60515065274823,3447.86736824562,24.643502498821416,0.06989118010168435,0.09920159693968357,23.51623271485466,0.028558587691783936,59,0.0033078898579753215,1.4846197013445095,7370,danger
2024,Philippines,Sarawak,816462,7,42.85000618238817,2134.9468214957787,24.332509323090278,0.031907207164419374,0.06866504233540373,21.197663311539678,0.02965792105680032,71,0.0373615796380997,0.7463254373410189,4026,danger
2020,Philippines,Santa Cruz,1389855,12,31.785234844285434,1265.1909014402752,27.996918620027913,0.03032833962317843,0.08413567713051986,25.793472275855116,0.007214204345627002,61,0.13098106042356622,0.5839704272925296,6102,safe
2019,Vietnam,Central Highlands,1914718,28,13.114260784350783,2026.6765743367137,27.394746538841133,0.14669739385729466,0.04148476065605458,24.77610100157373,0.012281813056393424,23,0.07515186956079259,0.6815235751229733,4226,safe
2020,Brazil,Madre de Dios,2657280,19,48.2179276575227,3944.1500027238403,24.26318293990701,0.17236804616620177,0.07678609231258554,22.5042306771503,0.014310016650883904,44,0.1964965302122214,1.894977174701202,3168,safe
2015,Colombia,Amazon,1308301,47,19.8784466796757,2889.050785777609,23.3370420757563,0.05882093690660928,0.004050917294132184,29.727643432577842,0.02440978421631815,37,0.1330809585276508,1.327626324409327,2415,danger
2019,Peru,Eastern,4680266,35,44.38581381410426,2248.482839218473,23.164687840614985,0.013972807343694644,0.0122911182542245,20.671794602208173,0.019898170302918343,67,0.19130978174584132,1.6945186632194735,4713,danger
2023,Madagascar,Sarawak,4846657,77,16.752400231382566,1499.61554049181,27.739950872940092,0.05238710350461761,0.020307059292006213,12.262115130034397,0.021109142512314185,39,0.040289296329158765,0.9989817513575768,7240,danger
2024,Brazil,Sarawak,612935,49,44.157715285674115,3958.5303918510845,20.520724062212697,0.020737981251383895,0.04019519246152196,26.565471296319767,0.02393774557046265,99,0.17279140562300463,1.38898797182817,7243,danger
2016,Vietnam,Central,4551889,70,10.52915251621176,3462.5470277893864,20.12821649510606,0.02964503795970789,0.08457448783257632,15.03706724691418,0.007949474985925643,16,0.06427046116304506,1.2424282005574874,2149,safe
2015,Bolivia,Madre de Dios,1838306,12,30.471218262779228,1844.4319073527581,27.95544391926648,0.09198654277105205,0.03462660507879305,25.546042962878367,0.02583023642275656,48,0.19791296164756136,1.918606939103441,4444,danger
2024,Peru,Palawan,2650205,75,40.777703176862275,1210.2060871635683,24.771463759890494,0.05368449046371019,0.06546211935154629,29.142141920001027,0.0226404951045036,78,0.03153773441462946,1.6213619540811655,7899,danger
2023,Vietnam,Central Highlands,4780650,61,47.39182069971133,1169.876672132674,21.30881138553576,0.10802971691983045,0.07093142948034835,23.935910279286823,0.019433543129909255,44,0.10326796376766532,1.5958139472448685,2838,danger
2024,Colombia,Santa Cruz,1869391,84,46.36808544825948,1361.1344485166014,22.355659345945014,0.058163813118866176,0.058618235408834145,21.92060321899602,0.027243383369576414,61,0.1585689067674244,0.5695299041514192,3696,danger
2023,Colombia,Amazonas,4810518,34,42.784994781905795,2742.305750843265,29.325039530973825,0.18870208720956005,0.03572419681701362,19.20772351350081,0.02250765884709518,23,0.08652849612080718,1.3245045035055365,6339,danger
2023,Colombia,Central,3082153,78,45.527653986452165,3786.290263616477,28.59502975624898,0.18212935390599028,0.05770533417135443,17.288197319908065,0.010042499065775635,72,0.09361681203752935,1.2004871808527222,3910,safe
2020,Brazil,Central Highlands,1353329,22,17.968787433483058,2490.2302840179536,27.097850502239726,0.11769315995198854,0.034226559278974625,17.060095019436723,0.01574363452689167,45,0.19727115910114823,1.8917633999092918,3421,danger
2022,Brazil,Amazonas,2230085,73,21.36737182846915,3528.8364473685915,24.822252303373265,0.07734055847760336,0.008387373855201209,22.72745411419181,0.01735107167339333,33,0.08506163006023067,0.8860129822842984,7370,danger
2015,Madagascar,Amazonas,2526110,97,21.55874099684234,2337.6598595794235,25.203236261913858,0.08241790758659975,0.09928039781860144,25.02546233875492,0.006380440668760141,49,0.12081442011981272,0.9047501799366415,6974,safe
2024,Madagascar,Madre de Dios,3584562,43,25.082157240067954,3125.7506373034757,29.752445352839587,0.08825193379745441,0.012718245363251092,23.570341389688288,0.028865937834001393,38,0.010907932135030142,1.1170193733222507,5001,danger
2018,Bolivia,Madre de Dios,936542,64,25.73282681540755,3195.6182118595025,29.65770443884287,0.14824007120563937,0.007234838383605735,13.968202023871255,0.00821443151992196,62,0.168442016042052,0.865054570109564,3320,safe
2015,Peru,Amazon,4639394,47,31.78221298618702,1521.8911177100158,22.15269045785834,0.0958114091485792,0.08785307492071559,19.879743602869823,0.02243653168066817,31,0.1296336097959087,0.6937758767131242,7072,danger
2022,Indonesia,Sarawak,3480672,49,16.395190534657655,2083.648176927435,28.111045663053183,0.17277868983612052,0.030183466089289512,25.83280144366126,0.017655775902272002,81,0.08080402057256271,1.7861222699762012,6035,danger
2015,Indonesia,Central Highlands,2562087,27,37.64986655143957,2911.9064696140717,21.97242666167017,0.18937800932676926,0.06502969740735076,19.514081563781126,0.005640806247110565,24,0.0032339079909039503,1.3374147866058737,3523,safe
2017,Vietnam,Central,926674,73,16.70266157218026,1212.0898245530984,22.135374778839513,0.07382976914199743,0.032900572966223285,20.73246559470988,0.02811868689660904,78,0.11833376411870078,1.7920440784348501,7234,danger
2018,Colombia,Sumatra,582409,98,22.4123392841819,2084.6205632888696,26.760930341645768,0.11653195146137922,0.03914542707944712,25.422720963416445,0.026295920220473327,73,0.0025315656968324385,1.7467021481055438,5878,danger
2022,Peru,Central,4128104,10,30.13380522424616,2604.3983988435775,24.050010985875485,0.02806074199818724,0.026211297201679654,23.22530612530183,0.018106448197595888,13,0.00024072278180358177,0.9230635321845067,2552,danger
2020,Philippines,Amazon,2495141,60,41.85762246093909,3988.673479133916,29.3154440710652,0.04808911907560821,0.03430440057930102,18.186898417647853,0.010723558403486131,84,0.12321971242987094,1.321606166486411,5756,safe
2024,Brazil,Santa Cruz,4325258,8,39.57876932954909,2423.6006878673224,20.89009734896009,0.08855849567493042,0.04107004005865431,27.908254223884377,0.008040572267002355,27,0.03780341346691085,0.6248265541101057,5671,safe
2021,Malaysia,Sarawak,3999701,97,35.82137425642089,3448.170271342971,25.11525640809493,0.049178516021337985,0.0720416069092343,13.251341373269572,0.014084811985803164,51,0.03837750994361906,1.8728778260461376,2481,safe
2022,Congo,Sumatra,2427716,27,16.230930423206807,2296.2018551998535,29.18521530443121,0.17654649324985636,0.05115361942347918,29.910328971806493,0.011385707026152263,39,0.13065431316654874,1.1063940725977297,2599,safe
2016,Bolivia,Eastern,2421672,10,31.88181382462311,3389.1721678591266,29.04113660479505,0.040074388651228636,0.0943565217156977,12.377051569524744,0.017667280025157467,24,0.010739437587874857,1.090514275833532,3164,danger
2024,Colombia,Santa Cruz,1692503,36,13.497860071995419,2786.244404860325,21.565292134157414,0.09657555609508747,0.0041880393838775514,10.298999422084778,0.029160232403085722,79,0.06268111229491127,0.9541330559269299,6678,danger
2022,Colombia,Madre de Dios,1633754,22,25.094527071866032,3659.786324507195,23.666377000964566,0.12508285568737637,0.050306832263202816,27.800378022975295,0.019373837330741033,64,0.029886380428403816,1.1909956170660556,6232,danger
2017,Colombia,Amazonas,3403609,19,26.540661211598366,2232.8276570503294,26.191214000466964,0.14145414255056046,0.05842247888317181,14.899070167319122,0.027248276397252448,62,0.11603527395930678,0.8776390798181721,3003,danger
2021,Brazil,Eastern,1946250,44,11.592457577830153,2812.9132594644366,21.59394884771402,0.08278318024803627,0.0920196986074274,24.593992548934416,0.02127197093739443,25,0.13235303094547918,1.0622784091952069,3982,danger
2017,Brazil,Central,2143707,77,20.959523978798874,2890.056041856482,29.68022172045739,0.17512882305769842,0.0049158523621427586,26.220307498641386,0.01688116316468001,82,0.1442271707198087,1.6999205728773228,3634,danger
2021,Congo,Central,4300315,78,48.22597869065957,2252.1488254014203,29.147493287276603,0.11798063870480585,0.057349958493521605,27.179727820642338,0.02636518906833428,43,0.05104624338371309,1.7513832553777577,4997,danger
2016,Philippines,Madre de Dios,3651396,88,48.14530431318758,1432.9361310624445,21.669501790344693,0.09350647828503483,0.08536299285279571,29.831884713283333,0.016784202754324937,36,0.0178499503273168,0.9562737164427741,2686,danger
2024,Peru,Amazon,3868270,10,24.09308217010157,1280.6782207370065,21.211554612609856,0.02277572046988696,0.024192772811923658,15.880794200799981,0.026715704262759023,22,0.015736731388379565,1.203521645829182,5414,danger
2020,Colombia,Central Highlands,2752641,67,11.724004357932962,1050.0146517988992,20.85408482808265,0.09829099900458135,0.08762923485239375,24.204866838545183,0.012289419239394132,36,0.08523030969014476,1.8107296644200783,7529,safe
2017,Indonesia,Eastern,844126,71,17.163797573127262,3620.602792735644,29.09443664036631,0.16593980975498876,0.0019043409274291823,12.307997165616564,0.008220326844074703,82,0.18916888181254302,0.5790099977445458,7888,safe
2017,Madagascar,Eastern,2905514,15,25.688711737341606,1709.4247367160838,21.936238097954607,0.12676279346204994,0.07324546291337297,18.136185827136988,0.02638286160907346,78,0.04354580684940493,1.8337174429936782,7005,danger
2023,Indonesia,Palawan,2342360,47,47.911187918769194,1634.5202478453043,24.16284928544355,0.1681108662085325,0.09331132211686531,26.959433866251807,0.019685379094816668,95,0.05134832026830987,0.8287765184784975,3759,danger
2021,Vietnam,Santa Cruz,1637411,21,15.647962541487397,3208.1062012781967,24.48851365652003,0.10386221741386806,0.06571976616400622,17.353160921182166,0.027227309956224,40,0.020177760421171788,1.5178088663215639,6937,danger
2019,Indonesia,Sarawak,2170357,8,40.54063374672849,1960.0483392621752,25.990110442135673,0.03250772396795155,0.0439029243980448,21.82190761071228,0.028445680174809578,12,0.12111405477878606,1.3738275445769004,7700,danger
2024,Vietnam,Santa Cruz,3412511,67,14.347301574987682,2518.1340772355097,20.717353437474248,0.012591570708817404,0.0044881016472718025,20.07546887449268,0.006340709759286229,39,0.13597457478943498,1.329411122283878,4480,safe
2021,Malaysia,Central Highlands,3830922,72,49.25030309565108,1487.533195892369,22.26758617400516,0.06761171387653232,0.09201138133226289,22.919030622240903,0.01752423254647171,30,0.12858624163215202,1.789040337129232,3337,danger
2023,Madagascar,Central,4199509,85,25.2646599643654,3879.237164385908,29.31490386918926,0.14261818958458058,0.04702962226915748,29.457887787753897,0.01437411372686323,15,0.17222604860895627,0.6523582154669919,2114,safe
2015,Indonesia,Central,4655479,45,41.00938155596224,3554.744200051712,29.084101072685694,0.16014938174892182,0.002899674433594801,11.114710530028042,0.020646459926752927,41,0.09728516700521435,1.020542037988454,5957,danger
2021,Malaysia,Central,4988155,87,23.703643312445273,3591.3688688950097,27.812906474056923,0.06619303857786259,0.0689821071328762,21.479230350032594,0.02483977993005809,51,0.02689140815341289,1.3073791195171485,2568,danger
2020,Bolivia,Palawan,3802198,9,35.10675508635235,2220.3212457160157,20.194012456182154,0.10417424496781695,0.04818372535762582,27.260575585005697,0.012014755399359223,71,0.05788102614088253,1.7169332809190596,3553,safe
2024,Peru,Central,797986,36,17.68064338960147,3287.083641121518,23.27006768496102,0.09001259184247551,0.012434531744241074,19.62765423496855,0.01891995960932929,98,0.13248599468427036,0.8246646251175073,4689,danger
2023,Malaysia,Central Highlands,4266001,90,15.8408407718785,1431.6284661693405,26.27958735342908,0.0879993290267713,0.021427180931025958,11.570543718831455,0.02271821449762249,41,0.12262439474831198,1.7043947620614144,6590,danger
2015,Peru,Madre de Dios,2965912,74,47.52256558272525,1025.857007775341,22.75190211773476,0.05395625550802859,0.006449068045584628,21.21078704833542,0.00836077707089335,95,0.1062006259485925,1.0994577237409036,5340,safe
2018,Indonesia,Sarawak,2522784,39,46.70589111617734,1059.9187977340844,29.095866950537776,0.035910509955597095,0.057429353970857355,16.64147781647641,0.02535167264878167,97,0.13659288373773745,0.7833707846505431,4988,danger
2023,Philippines,Central Highlands,1353605,26,45.49875760851529,2759.8052122136814,26.338894618324417,0.0473708260639305,0.062202947925200924,13.098835706758718,0.020152739996324325,48,0.12747817007465986,1.6384796606652239,5151,danger
2018,Malaysia,Sarawak,2872948,69,35.017338006663735,2366.1847157438224,20.719067173164454,0.02051315356103576,0.05057422983554444,26.98069026566946,0.028738435927841293,73,0.17626497789299034,0.6363483522118217,5527,danger
2024,Madagascar,Central Highlands,1815823,88,42.33072844865113,2554.0460467255593,29.09005588835703,0.04764484094647964,0.0817102133002615,20.431990259822435,0.013488222978267333,39,0.11720327549565933,1.2721510611131643,5015,safe
2017,Indonesia,Central,3933372,26,12.761477476454996,1022.3894212516582,29.577666581762223,0.011748170548822098,0.08610088213080136,28.665528247581335,0.007703648558429966,72,0.1557202717401113,0.5958136757928326,2821,safe
2023,Colombia,Madre de Dios,1270692,15,23.391561675627166,2268.059858972277,20.777124183917255,0.12917909612083586,0.061562439668312666,26.12033009206138,0.01766253002592313,40,0.04974143119329358,1.0346267827366813,5574,danger
2016,Brazil,Eastern,928745,81,22.548124990286247,3154.2044836025825,25.32360234861315,0.07011132740365975,0.0012756479707430547,23.859435875473345,0.007145269292735971,96,0.13563651691781362,1.401615198509589,5787,safe
2018,Malaysia,Santa Cruz,1173812,7,35.42581287810453,2328.0811059023076,23.033642822141704,0.19489749517111266,0.06952296557477357,10.100510067306239,0.02923816308310017,49,0.18043882367653516,1.3341733122308197,3608,danger
2020,Madagascar,Amazonas,3432977,13,24.23831093882562,3196.657618936667,23.928390764814026,0.0468062396474966,0.04179992169203516,18.556469132765,0.005967123956429788,42,0.07714646557996666,1.1069831268569998,2559,safe
2016,Bolivia,Madre de Dios,4070118,64,15.940271265747231,1699.0568931905043,21.796512179553417,0.07570742835882284,0.0565557483226387,13.949725633040646,0.0238375975276827,72,0.15582083746772935,1.1435719909581734,7137,danger
2022,Colombia,Eastern,1858126,80,33.85868301654175,3439.4260134451765,25.780721020124126,0.0779898201418913,0.06490806020188844,28.215958220977356,0.0181275599535561,34,0.14495786023908708,0.8401543300261498,6063,danger
2022,Bolivia,Amazon,4317042,91,42.57535682676326,2765.293721360357,29.579793532488907,0.011605784251867503,0.03502366143270768,13.491679693527205,0.014215516312457217,45,0.011905239374364496,1.1838238826361542,7565,safe
2015,Indonesia,Central Highlands,1036644,18,25.28493977839893,1632.2892982897188,25.03072600271609,0.1694495110774972,0.09170985051717943,15.72120103318571,0.006646054112716366,33,0.11630166192481446,1.9298822835812515,6435,safe
2017,Brazil,Amazon,1152416,22,15.290748603939267,1710.1614275614988,20.829145813944812,0.0160789474274217,0.013397486674978122,20.336735354689985,0.02055417310434019,67,0.026037869840160478,1.7756793766756855,7650,danger
2024,Malaysia,Eastern,3647915,77,17.86752789251292,2884.091393708611,26.200013334774084,0.18863416859855586,0.06715118072810375,15.267272379961586,0.01963050823477388,48,0.19346383444611825,0.7178493036145157,2611,danger
2023,Malaysia,Madre de Dios,3273737,27,19.49933220677536,3489.81877963733,23.40222994451257,0.17949412670778794,0.00043595799565804283,14.197293545582424,0.012022081826689993,55,0.16228150054013124,0.5446711809813813,4163,safe
2019,Philippines,Central Highlands,2207542,78,21.99590371978145,2246.8833460874657,28.55925189591298,0.11174916405633308,0.09246511054051809,21.98198650205505,0.0277555425352578,86,0.021944760249424024,1.900286469074946,3881,danger
2020,Philippines,Amazonas,4691896,87,35.711802820252366,1774.9012873827767,24.3467814831647,0.11328315923314548,0.01125041332380915,11.778590455100478,0.012602750183570922,19,0.024350399529535684,1.2901246248211216,6169,safe
2018,Indonesia,Central,1974620,51,34.03781938150876,3601.034820731801,21.928396089422456,0.13421780536166972,0.009488423014757464,11.163355174418495,0.01624313526480265,96,0.1188947709825238,1.3067567347239617,5863,danger
2024,Indonesia,Central Highlands,1674846,73,37.843194462681566,3007.8048752525046,21.911056226911448,0.08353950226762852,0.033300763305224426,17.444905903721427,0.01859406139796639,91,0.06897783483463667,1.6710769935597836,5708,danger
2016,Brazil,Central Highlands,2492569,51,24.500079381260527,2344.2564618492297,27.687641807211605,0.13297223384559254,0.03735662860390806,24.413289090157246,0.007505796954407153,41,0.0069811718146218565,0.9720334608069898,3709,safe
2022,Philippines,Madre de Dios,2349395,91,42.95990607519913,2463.7005858379052,22.6558759830736,0.018505993850812506,0.021430007232287863,21.09613516547896,0.028304042980340807,45,0.10832830156661062,1.2228613532540034,3761,danger
2020,Madagascar,Madre de Dios,1489336,34,18.16350644623041,1612.769403809189,27.67233394159223,0.02026904919644805,0.058512166092712474,18.457529369335575,0.014363403811276026,37,0.07756901993716939,1.9529943697201064,3692,safe
2019,Madagascar,Eastern,3638102,29,28.761629900726156,2880.407890194532,22.058873107665995,0.09687377972771342,0.04429140980419636,21.315031284491646,0.00701948034685859,25,0.020215298474348532,1.5082230303986108,3245,safe
2023,Brazil,Sumatra,2950979,32,42.037548861657214,2076.227531628666,23.216863687013095,0.11442823721014664,0.003417558904108742,17.309029693065472,0.014682279341883247,25,0.16038407845119654,0.730617547993679,2125,safe
2015,Madagascar,Central Highlands,4405513,29,17.20634590930477,3986.9355300230477,24.654869724396995,0.1786853516638056,0.03196520622553006,28.72292670864226,0.020005063677314517,27,0.18301535305576122,0.69984012197653,6752,danger
2019,Vietnam,Santa Cruz,2532816,78,14.394524549631317,2440.5505457856634,29.431958496934506,0.029885520442500292,0.08104329135731705,11.098097818215486,0.01784131679553324,17,0.151318786802826,0.806397137499508,3199,danger
2020,Peru,Central Highlands,561753,82,45.34735870751959,2457.6568185688393,29.317314247538246,0.166303106166839,0.06897015348618686,23.467829580596703,0.02236354935093185,89,0.16448446200325548,1.6500675116310763,4711,danger
2019,Brazil,Eastern,1571984,62,23.717186510367835,2697.555362232016,22.06871875422288,0.04990899408549322,0.07248708535798805,27.82565329655501,0.0063870985516977655,84,0.04329811345322348,0.9430655057609241,5446,safe
2020,Brazil,Sarawak,4818420,98,37.35480499636128,3750.2680093562403,23.582190412430727,0.08487589321690604,0.06981169240835236,26.07769417470507,0.012113515256801403,79,0.052714590183720204,0.5320832700126197,2990,safe
2020,Congo,Amazon,1155496,45,11.01394417055754,3402.454299579251,21.493993884537723,0.07015446261720845,0.03109730213830333,13.680820696428935,0.025480764421002555,10,0.041705508059837554,1.9162615452584928,5065,danger
2021,Colombia,Central,3235090,29,37.60187553637799,2353.390209393524,25.09985079313497,0.0860295018444258,0.009966392207677588,15.918526979605767,0.0069973421947840215,71,0.15301268627311282,0.7545701245923659,6954,safe
2018,Colombia,Sumatra,3705228,82,22.64405246187882,3156.097797918388,24.605825506946665,0.03859414463379125,0.0272467184033096,24.340958774142095,0.026387148867398937,85,0.1895834157868994,0.5143372792221028,3521,danger
2022,Vietnam,Amazonas,2663349,52,12.22963414349767,2758.706496342285,29.007601624507323,0.10567831413667543,0.08317853001851594,11.685411183615312,0.007297402301927656,47,0.14336744134678053,0.8556974035749845,7995,safe
2021,Philippines,Amazonas,993992,14,34.39251046192468,2477.101146103747,29.300053777910726,0.1623120920679598,0.09804707977830712,26.237233996651682,0.025861355372292404,54,0.1762933529759112,0.8525431806772006,7502,danger
2023,Indonesia,Amazonas,576240,79,19.63215264292693,1576.9473183530517,23.83567391007292,0.09389146197199041,0.049384701474156134,24.378138892095805,0.014019710026968165,67,0.12773981897663453,1.1330078762685845,6728,safe
2021,Indonesia,Madre de Dios,4929899,15,25.4722896820752,2391.808790364673,24.917379430189897,0.10321657942065783,0.0009700354923042221,24.59213298470685,0.020305226581430393,90,0.07753198011175982,1.8805847472500552,7760,danger
2017,Bolivia,Amazonas,4391151,89,13.223232491460543,1737.4557610677239,28.96236249146133,0.1712658412034497,0.014004481213422904,12.004827405351827,0.008822177891199955,10,0.08515232298606104,1.8187773766686468,7582,safe
2017,Vietnam,Central,1827042,25,15.886530043797812,3744.526449554964,28.067078077450617,0.14415104178122587,0.03220805753162658,24.355210896324618,0.006654218043129521,41,0.015064286433480968,1.1853418324736418,4498,safe
2022,Brazil,Amazon,2448061,90,21.91908941983375,2006.2204404890408,20.036563113446494,0.10318633761875909,0.05785853485929498,23.5963625043994,0.010398455100503377,17,0.0062914390492052165,1.1163498574877098,4565,safe
2019,Vietnam,Amazonas,4885224,49,13.590380022406286,3856.792043600117,23.200595641835825,0.05896217315594414,0.007509364580531397,26.61844981643701,0.008196345447717388,49,0.13909512083781547,1.3325136297122768,6790,safe
2018,Vietnam,Central Highlands,1398332,11,46.43305058745261,2599.1658702841337,24.217742419361258,0.17813608190054367,0.09433572987098816,10.83191912512939,0.012810147441990794,65,0.08768577840223613,0.8651810179576487,4597,safe
2022,Vietnam,Central Highlands,1379854,85,10.241881727359136,2894.633136028481,22.297162836832317,0.11963387632120608,0.036508367328440074,10.462213369355844,0.017859581162775504,72,0.1104430136109259,0.5782774879495443,7024,danger
2020,Colombia,Madre de Dios,4525942,68,29.354408754572457,2628.821333467983,21.995716158959386,0.05201804592103175,0.09125842179248231,17.460141997571213,0.019718986589125236,97,0.11153224952448326,1.90883620425681,2115,danger
2016,Vietnam,Central,3034957,68,14.929898325302059,1388.1418509001028,20.377845065956798,0.06113275300122197,0.07805218027570218,12.975765676983057,0.024746702684493572,83,0.055475162666660284,0.7800484773157591,3031,danger
2018,Peru,Amazon,663187,6,22.30716357911794,2127.4636570238226,26.433697250697605,0.16259528689788674,0.07554372725155811,21.167689551404436,0.021405997331208966,83,0.09517850216589814,0.7976010938685746,3241,danger
2018,Indonesia,Sumatra,2062518,80,47.042382392730616,1297.4383368328718,22.625102904831657,0.01838765679661654,0.0606719579782232,28.346978030134977,0.020218958128238824,45,0.09415204433354046,1.2086904932809215,3742,danger
2020,Bolivia,Eastern,2182678,46,16.467782130959474,2868.8621325501454,20.52347178431313,0.19849751553547582,0.06267838170518446,17.829594606680317,0.015294550687144366,98,0.0776854442455714,1.237420017260496,7709,danger
2020,Peru,Amazon,667527,86,48.63329278873331,2340.622585601317,22.309793105280637,0.03476681914581044,0.06380032352162482,26.899007545452083,0.016845210874003466,66,0.1641350766802141,0.5276513145511129,7999,danger
2015,Bolivia,Eastern,3244804,58,18.23177507957687,3333.9549147128105,28.019139528361265,0.16125301982541812,0.06287213870255821,10.004817490357329,0.015363020734754526,83,0.09023280073751919,0.721932108160956,5638,danger
2022,Congo,Sarawak,2087819,79,39.66264433867318,1661.4114429981096,28.514891816465465,0.08500731018661974,0.05537282313983613,13.370292869183684,0.026054150751534576,92,0.12072890490119757,1.0672322278411126,6399,danger
2020,Bolivia,Eastern,2020373,20,31.86709059589247,1493.6981752880047,24.830662451933026,0.1035210748246187,0.0986414018482889,10.608470793081713,0.010750011313709996,54,0.1791040240761652,1.5255960402658086,6090,safe
2017,Indonesia,Santa Cruz,1094557,22,45.37914910387037,2218.9966928913036,24.160706704086863,0.1773236097182698,0.07322905674256962,16.562943610301375,0.005143023288549116,88,0.1732467245717845,0.8426276852479038,7586,safe
2023,Indonesia,Central Highlands,1490121,63,32.15973022012524,3779.7561496551434,29.77853693501782,0.08845312602195052,0.07769463883925212,28.163791913930055,0.02128299743065598,89,0.17808444075583305,1.1345216693626439,3975,danger
2016,Vietnam,Central,3949330,94,31.38236876625235,3131.265445037235,22.005646595880698,0.11212381319791455,0.08724628150836743,11.939042471979755,0.010061554590970785,11,0.0540009992930028,1.3360175970747004,6183,safe
2022,Malaysia,Palawan,2225049,20,17.818320014735995,2256.770874378756,22.153592828546085,0.01936693585774229,0.02156397627258492,22.128195534876006,0.02725287840774523,77,0.006996497661612567,1.832888741934938,7129,danger
2024,Congo,Madre de Dios,3745705,10,16.64917448206635,2551.8165092629315,22.918671770363996,0.0104460200348161,0.008380415909506079,19.029918782388883,0.0264761582426664,59,0.05221335997906584,0.989105753490685,6403,danger
2017,Brazil,Santa Cruz,983442,61,46.65956604462057,1252.639033531295,21.727573182810872,0.05651197587032792,0.04828944365985987,28.76936424731625,0.006918184298205147,38,0.05574146912414173,0.7003373987952253,6897,safe
2019,Madagascar,Eastern,4609545,51,23.113527954001363,3953.727689128339,23.793655982041866,0.13931078765456578,0.05140806956192732,12.450382850741876,0.007659710135351933,90,0.18187206534499362,1.2339083388464123,2163,safe
2020,Bolivia,Amazonas,1920827,52,24.883290198515837,2999.2219140847565,29.108342269897538,0.03304032973823597,0.08291817799499178,14.24055701004458,0.017379289806166657,19,0.12984854656759412,1.6200824025260931,5310,danger
2024,Malaysia,Central,2456874,46,40.392946337135534,1856.2122053902674,26.153478406285743,0.03161477217286439,0.044378357928233574,10.590839372229865,0.020230566569233867,36,0.01634079192044575,0.6647896355791001,5388,danger
2020,Vietnam,Santa Cruz,4431814,80,23.552939296912292,2757.425182645733,24.119465486122635,0.08808251552682161,0.057085302554431276,18.678704992627473,0.011872708437056019,24,0.027075719202220228,1.1370252375454406,2995,safe
2018,Colombia,Madre de Dios,2251797,64,48.08249786556011,1328.447098206982,29.344107945712146,0.13308903733556304,0.05270709385134584,15.556657991293086,0.022919942917484264,69,0.031135225108395084,0.5266777118937251,7454,danger
2017,Brazil,Central Highlands,597406,81,39.51711075995201,3897.510006422751,20.484642324758223,0.1452936785271068,0.003820278375739106,27.39811867780642,0.019872900522971786,40,0.12608434963378465,0.5503387724708767,7190,danger
2018,Philippines,Central,3952814,8,33.8971697029368,1524.354963650098,22.102761779018614,0.04390562807869121,0.0615214896596914,22.0988162639551,0.013120602743713867,30,0.14708280510140062,1.2244300448249983,7294,safe
2015,Malaysia,Madre de Dios,4272827,6,45.2358064217901,2944.0909541656424,25.65888605101759,0.025121748000688067,0.08280432857742523,22.281814759514035,0.00563428720105789,69,0.17192878211307924,0.9472959472263942,3877,safe
2018,Colombia,Sarawak,1521436,94,11.984236333979311,1736.3633876167914,26.15552623193179,0.1886754364496534,0.015750054807580384,20.63821393762605,0.023753757032462942,67,0.18812731016124862,1.7676609485081183,3823,danger
2015,Congo,Sarawak,3391912,63,20.282507687568348,3152.684147945607,20.395575065626133,0.05952661268679933,0.05943317339265958,11.83700674458402,0.010368841645627068,50,0.040340911477288355,1.4032314591896813,6906,safe
2015,Vietnam,Madre de Dios,2109184,31,28.6014533688364,3330.4641017208432,24.030387579071324,0.17213583454565753,0.05936105444464144,18.900373674507104,0.025861843586565708,55,0.06195449694480981,1.1808994426144857,4295,danger
2024,Brazil,Santa Cruz,4684238,31,19.079141578860842,3020.259186734298,26.491539648308727,0.17406337558793547,0.016418496405635873,29.99010379417033,0.015507256501356377,54,0.048064576148966136,1.1119030565814445,5264,danger
2020,Brazil,Central,2828476,83,39.75620749208608,2843.4983807655776,26.980705464034017,0.15677929243488345,0.012346357373073602,26.704585816920297,0.019426936065794133,35,0.07175231349322755,1.245868220284345,3348,danger
